Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
49,male,phd,married,12,sales,sales,132656,on-site,4,38,99,0,20,0.53,excellent,288,16,30,5.5,0
38,male,bachelor's,married,5,developer,hr,81575,on-site,5,20,40,0,29,0.48,poor,162,7,12,5.9,0
23,female,bachelor's,single,3,developer,hr,43486,hybrid,2,13,51,0,26,0.23,average,162,11,36,6.2,1
57,male,bachelor's,married,3,analyst,it,130680,remote,4,29,33,0,26,0.93,average,191,10,3,2.0,0
28,female,bachelor's,single,13,developer,marketing,133706,remote,1,41,8,0,10,0.95,good,291,15,10,3.2,0
34,female,bachelor's,married,12,analyst,it,40533,on-site,3,45,28,0,17,0.75,average,189,17,34,4.1,1
36,female,bachelor's,single,8,developer,it,57026,on-site,1,16,40,0,6,0.31,average,299,4,13,4.9,0
46,female,master's,married,9,manager,it,67584,on-site,1,32,0,0,1,0.79,poor,259,5,17,7.6,0
44,male,bachelor's,married,13,developer,hr,78779,remote,3,10,63,0,25,0.72,average,165,5,7,4.9,0
43,female,master's,single,11,analyst,sales,128881,remote,3,41,11,0,7,0.21,average,273,18,32,3.1,0
47,male,master's,single,7,developer,it,35319,hybrid,5,47,22,0,23,0.08,excellent,222,14,8,7.6,0
54,male,bachelor's,married,2,developer,it,139600,on-site,3,36,0,0,0,0.19,average,168,4,26,4.1,0
32,male,bachelor's,single,8,manager,hr,138027,on-site,1,7,94,0,47,0.87,average,287,7,47,9.1,0
31,male,bachelor's,married,12,analyst,marketing,82364,remote,3,3,24,0,46,0.16,poor,162,19,47,8.9,0
46,female,bachelor's,married,0,sales,it,83290,remote,5,38,37,1,31,0.79,good,281,10,35,9.3,0
58,male,high school,single,14,developer,hr,148420,on-site,2,41,3,0,34,0.32,poor,278,0,20,2.2,0
59,female,bachelor's,married,14,analyst,sales,65538,on-site,4,10,42,0,17,0.72,poor,228,14,47,5.1,1
45,male,phd,divorced,11,sales,sales,118481,on-site,1,20,89,0,33,0.9,good,215,2,35,8.7,0
54,male,high school,married,13,developer,sales,51277,on-site,3,3,60,0,36,0.79,average,211,7,18,8.7,1
38,female,bachelor's,divorced,6,analyst,it,109123,remote,2,46,31,0,46,0.54,poor,205,15,17,4.6,0
45,male,master's,single,14,developer,hr,131457,remote,4,42,27,0,6,0.0,average,199,1,13,2.3,0
58,female,bachelor's,married,6,analyst,it,134055,remote,4,12,32,0,22,0.14,poor,198,14,25,8.1,1
23,male,bachelor's,married,12,manager,sales,133174,on-site,4,30,26,0,16,0.78,average,196,9,2,5.7,1
53,male,master's,married,11,developer,it,94708,remote,1,3,0,0,5,0.1,excellent,190,11,34,4.0,0
45,male,bachelor's,single,1,manager,it,73784,hybrid,4,15,7,0,9,0.97,poor,166,6,37,8.2,1
30,female,high school,single,6,analyst,it,94510,hybrid,1,39,84,1,23,0.97,good,226,1,31,3.3,0
25,male,phd,single,6,developer,marketing,114012,on-site,1,48,22,0,42,0.29,average,212,11,3,1.8,0
38,male,bachelor's,divorced,14,sales,sales,92766,on-site,5,41,31,0,44,0.03,good,228,15,46,2.2,0
38,male,bachelor's,married,8,manager,it,38817,hybrid,4,21,2,0,27,0.75,average,285,18,3,8.8,0
51,female,bachelor's,divorced,5,analyst,it,140080,on-site,3,29,43,0,30,0.19,good,266,12,12,3.2,0
32,female,high school,single,9,developer,it,138515,remote,2,15,53,1,35,0.73,average,156,9,23,4.5,1
42,female,phd,single,10,developer,it,142364,hybrid,1,3,5,0,30,0.33,good,228,14,8,6.1,1
42,male,master's,single,9,sales,sales,48253,on-site,1,49,69,1,32,0.37,average,230,19,22,2.1,0
39,female,high school,married,8,manager,sales,62071,on-site,5,24,48,1,31,0.6,average,196,17,8,4.9,0
50,female,phd,married,2,developer,sales,109668,on-site,1,38,58,1,10,0.16,average,230,5,48,9.0,0
45,female,master's,single,7,manager,marketing,44372,hybrid,1,41,56,1,10,0.97,average,210,8,49,6.7,0
31,female,bachelor's,divorced,3,developer,it,139587,remote,3,44,88,0,3,0.04,good,194,1,49,2.1,1
38,female,bachelor's,single,13,manager,sales,74382,on-site,1,47,60,0,5,0.95,average,281,15,26,5.8,0
39,male,high school,married,10,developer,sales,130294,on-site,2,22,55,0,31,0.3,average,212,1,8,8.0,0
41,female,bachelor's,married,0,manager,hr,50665,on-site,2,45,40,0,25,0.67,excellent,291,12,28,5.6,0
58,female,high school,single,6,developer,marketing,130983,on-site,3,44,13,0,31,1.0,poor,252,7,33,5.6,0
39,male,bachelor's,single,12,analyst,marketing,43352,on-site,5,1,82,0,38,0.24,good,228,4,44,8.5,0
38,male,bachelor's,single,2,developer,sales,45269,on-site,3,31,76,0,41,0.48,average,235,4,21,1.9,0
30,female,master's,single,3,developer,it,38491,on-site,2,2,36,0,28,0.02,average,266,17,38,3.9,0
35,male,master's,divorced,2,analyst,it,112154,remote,3,20,40,0,4,0.21,good,212,4,9,10.0,0
50,female,bachelor's,divorced,5,analyst,marketing,38078,on-site,3,7,29,0,2,0.14,good,179,17,17,8.4,0
52,male,master's,married,9,manager,it,141472,hybrid,4,38,91,0,47,0.75,poor,177,18,46,3.3,0
25,male,bachelor's,married,12,manager,sales,61614,on-site,4,3,41,0,31,0.69,good,151,19,48,7.4,0
39,male,bachelor's,single,0,analyst,sales,111314,on-site,3,26,35,0,40,0.49,poor,200,18,16,3.5,0
41,male,high school,single,12,developer,sales,145792,on-site,1,35,55,0,13,0.0,poor,222,18,37,8.3,1
30,male,master's,married,9,developer,it,105802,hybrid,3,47,70,0,23,0.21,average,241,2,7,8.0,0
34,male,master's,married,14,developer,hr,141636,on-site,5,47,82,0,32,0.68,excellent,258,16,30,8.0,0
36,female,master's,married,12,manager,sales,69207,remote,3,8,77,0,33,0.01,average,296,5,42,1.5,0
48,other,master's,married,14,analyst,hr,129061,on-site,2,7,25,0,30,0.58,average,273,7,49,9.3,0
36,male,bachelor's,married,6,developer,sales,41819,hybrid,5,13,83,0,49,0.16,good,223,9,24,8.3,0
49,female,master's,single,9,analyst,sales,149660,on-site,2,48,13,0,24,0.58,average,154,4,21,4.0,1
58,female,bachelor's,married,13,manager,it,57481,hybrid,5,37,38,0,8,0.79,good,244,8,34,5.5,0
40,female,high school,married,7,analyst,it,66011,remote,5,2,95,0,23,0.87,average,243,18,20,8.3,0
47,female,bachelor's,married,2,analyst,sales,88116,remote,2,44,59,0,37,0.43,good,173,16,12,10.0,0
47,male,bachelor's,married,8,manager,it,134288,remote,3,9,93,0,5,0.6,average,165,0,39,9.6,0
46,male,bachelor's,single,1,developer,it,145067,on-site,5,32,27,0,36,0.53,good,181,2,16,6.6,0
47,male,high school,single,14,analyst,marketing,61664,remote,1,17,43,0,48,0.54,good,156,12,5,5.7,0
47,male,high school,married,9,sales,hr,119796,on-site,2,37,44,0,48,0.39,average,170,15,44,3.1,0
49,female,bachelor's,married,10,developer,marketing,141323,on-site,2,26,17,0,39,0.79,poor,279,13,33,4.2,0
39,male,high school,married,9,developer,it,123332,on-site,3,29,29,0,13,0.34,poor,188,19,39,1.3,0
53,female,high school,married,8,analyst,sales,77623,hybrid,3,9,69,0,38,0.59,average,158,1,12,6.6,0
24,female,bachelor's,married,11,analyst,it,33905,on-site,5,39,69,0,19,0.46,poor,248,15,14,3.9,1
23,female,phd,single,4,analyst,it,39078,on-site,2,39,2,0,29,0.34,average,192,4,0,4.3,0
54,female,master's,single,5,analyst,marketing,78292,on-site,3,13,6,0,6,0.37,good,218,7,17,3.2,0
40,male,bachelor's,single,13,sales,it,106685,hybrid,2,46,33,0,22,0.43,good,216,4,10,1.6,0
38,female,phd,single,1,manager,it,73425,hybrid,1,6,81,0,40,0.41,good,270,6,48,7.8,0
54,male,bachelor's,married,4,developer,sales,48804,on-site,2,10,64,1,20,0.71,poor,183,0,43,5.2,0
33,female,bachelor's,single,5,developer,sales,37275,on-site,5,30,26,0,1,0.56,good,192,15,27,9.3,0
24,female,bachelor's,single,4,developer,marketing,96552,hybrid,1,25,53,0,26,0.51,poor,191,8,3,2.5,0
47,female,bachelor's,single,13,developer,it,31339,on-site,1,21,78,0,29,0.17,excellent,263,9,32,9.6,1
56,male,bachelor's,single,3,developer,it,82653,on-site,4,5,42,0,20,0.47,poor,191,13,32,7.1,1
29,female,bachelor's,divorced,7,sales,hr,40724,on-site,3,19,23,0,37,0.48,excellent,255,9,46,6.3,0
57,male,bachelor's,single,1,manager,hr,138180,hybrid,1,42,90,0,22,0.71,average,258,6,14,9.8,0
28,male,bachelor's,married,14,manager,it,38410,on-site,4,14,61,0,34,0.44,good,171,19,36,2.1,0
57,female,master's,single,0,analyst,it,39713,on-site,5,49,92,0,20,0.52,poor,204,11,30,6.0,1
37,male,bachelor's,married,1,analyst,sales,122433,on-site,3,28,83,0,37,0.4,poor,172,16,23,8.9,0
45,other,master's,divorced,12,manager,sales,61087,remote,2,30,39,0,30,0.98,average,156,1,7,8.3,0
22,male,bachelor's,married,10,manager,it,30828,hybrid,2,9,29,0,49,0.86,average,281,16,46,6.0,1
46,female,phd,married,3,manager,marketing,75252,on-site,2,49,43,0,8,0.04,good,206,19,32,3.0,1
31,male,bachelor's,single,0,developer,it,60369,remote,1,13,81,0,19,0.86,average,151,8,46,3.5,0
37,female,master's,single,8,analyst,sales,103553,on-site,3,8,82,0,32,0.36,average,181,1,16,4.4,0
37,female,master's,single,12,developer,marketing,77029,on-site,5,23,14,1,44,0.33,average,194,1,1,2.0,0
29,female,bachelor's,single,0,analyst,hr,99113,on-site,4,36,48,0,15,0.1,average,154,16,28,9.2,0
50,male,bachelor's,single,4,developer,hr,49042,hybrid,3,27,86,0,31,0.91,good,224,9,4,4.4,1
49,female,high school,single,7,analyst,it,94089,on-site,4,18,42,0,18,0.88,good,185,18,39,7.6,1
27,male,phd,married,8,developer,sales,79820,on-site,4,28,5,0,17,0.93,average,252,6,41,5.2,0
37,male,high school,married,8,analyst,it,54411,remote,2,19,49,0,27,0.77,poor,215,16,31,2.4,0
41,male,bachelor's,single,7,manager,sales,100341,remote,1,14,45,0,22,0.11,average,235,14,44,7.9,0
37,female,bachelor's,single,5,sales,hr,107913,on-site,1,39,39,0,32,0.03,average,243,5,31,3.8,0
28,male,bachelor's,married,5,developer,it,108545,on-site,5,35,29,1,8,0.91,average,154,14,37,6.2,0
35,female,bachelor's,married,12,analyst,marketing,107725,remote,5,31,73,1,49,0.55,average,242,12,37,9.0,0
47,female,master's,single,11,sales,sales,85968,on-site,2,19,29,0,19,0.24,average,219,13,17,8.9,1
47,male,bachelor's,single,8,analyst,it,121070,on-site,4,20,0,1,19,0.09,good,267,0,10,1.6,0
35,female,phd,married,1,analyst,hr,125327,on-site,2,35,28,0,15,0.15,average,277,10,27,8.4,0
28,male,bachelor's,single,2,developer,it,65825,on-site,1,27,88,1,36,0.16,good,275,12,25,2.7,0
54,female,high school,married,5,analyst,sales,121865,on-site,1,37,94,0,15,0.64,average,210,8,36,6.2,0
47,male,high school,single,7,analyst,it,76805,remote,2,5,14,0,10,0.26,average,257,7,40,3.0,1
41,female,master's,single,6,analyst,marketing,69201,on-site,3,4,16,0,33,0.31,average,150,12,43,4.1,1
24,male,high school,married,7,analyst,it,31142,remote,1,6,7,0,13,0.6,good,204,8,21,7.2,0
25,male,bachelor's,divorced,4,manager,it,74662,hybrid,5,44,73,0,21,0.79,average,191,7,27,1.2,0
47,male,high school,married,8,manager,sales,136544,on-site,3,46,45,0,19,0.4,good,217,5,43,9.5,0
32,male,bachelor's,single,5,sales,it,77627,on-site,2,23,56,0,38,0.04,good,285,10,4,9.2,0
23,male,master's,single,11,analyst,sales,101829,on-site,3,34,78,0,12,0.65,average,170,16,2,4.1,0
35,male,bachelor's,married,13,manager,it,74500,on-site,4,28,27,0,4,0.68,average,251,6,34,8.4,0
51,male,high school,single,9,developer,marketing,148423,on-site,3,47,89,0,28,0.34,poor,247,7,45,3.3,0
33,female,bachelor's,married,12,analyst,sales,30311,on-site,2,13,83,0,44,0.0,average,213,9,45,1.3,1
47,female,bachelor's,married,1,manager,sales,42952,on-site,4,34,76,0,21,0.57,poor,202,3,33,8.9,0
54,female,high school,single,5,sales,hr,107249,on-site,5,3,30,0,41,0.77,average,161,2,44,4.5,0
34,female,bachelor's,single,10,sales,hr,38186,remote,5,17,50,0,5,0.22,good,193,7,14,6.0,0
35,female,bachelor's,married,3,manager,hr,121776,on-site,1,47,77,0,26,0.51,good,292,4,45,9.2,1
45,female,high school,married,4,developer,marketing,50681,on-site,3,21,28,0,15,0.7,poor,240,13,22,9.1,1
55,male,bachelor's,married,4,developer,it,70309,on-site,2,39,77,0,14,0.59,average,293,9,34,9.0,1
47,female,bachelor's,single,0,developer,it,76753,on-site,5,29,13,0,22,0.77,average,154,16,13,4.2,0
42,male,bachelor's,married,9,developer,marketing,107188,remote,5,41,83,0,46,0.41,good,250,9,22,8.7,0
49,female,bachelor's,single,4,analyst,it,38976,on-site,3,42,40,0,20,0.87,good,171,19,37,6.8,1
57,female,bachelor's,single,9,manager,it,75696,on-site,2,14,34,0,35,0.32,average,194,18,39,8.0,0
23,male,bachelor's,married,10,developer,sales,30461,hybrid,2,42,4,0,41,0.15,average,164,4,8,7.9,0
30,female,master's,married,8,developer,marketing,147140,on-site,4,8,63,0,8,0.78,average,228,1,14,7.6,0
44,male,high school,single,14,developer,it,112949,on-site,5,19,78,0,11,0.01,poor,207,0,36,5.3,0
36,male,bachelor's,married,7,manager,marketing,69754,on-site,3,3,55,0,42,0.95,average,258,16,43,8.8,0
34,male,bachelor's,married,7,analyst,it,68950,on-site,5,0,76,0,21,0.07,poor,248,17,43,7.0,1
44,female,bachelor's,single,2,developer,sales,61674,hybrid,3,17,0,0,22,0.79,good,294,18,43,6.1,0
38,female,master's,married,8,developer,it,112579,on-site,1,3,6,0,39,0.12,excellent,287,5,8,1.5,0
23,female,bachelor's,married,8,manager,it,135299,hybrid,3,27,11,0,48,0.28,poor,205,16,31,2.9,0
41,male,bachelor's,married,9,developer,sales,115716,on-site,2,6,95,0,46,0.6,poor,270,14,16,4.0,1
41,female,bachelor's,married,14,developer,hr,62703,on-site,1,13,20,0,31,0.14,average,181,14,2,7.7,0
24,female,master's,married,6,manager,it,103333,remote,3,39,75,0,34,0.1,average,273,16,46,9.9,0
33,male,phd,married,5,analyst,hr,67928,on-site,5,49,35,0,39,0.93,average,223,6,46,7.3,0
23,female,bachelor's,single,8,analyst,sales,139686,on-site,4,37,32,0,11,0.72,poor,262,18,11,4.8,1
57,male,master's,single,10,sales,it,31625,remote,5,16,3,1,10,0.12,poor,269,16,37,4.2,0
35,male,high school,married,5,analyst,it,108146,on-site,1,38,50,0,23,0.52,average,252,10,32,5.3,0
37,male,bachelor's,married,2,developer,hr,45141,on-site,1,49,48,0,25,0.83,average,156,3,32,4.5,0
40,female,bachelor's,single,14,developer,it,49688,on-site,1,5,72,0,23,0.09,average,270,5,26,1.1,0
55,male,high school,single,5,analyst,sales,98645,on-site,3,25,38,0,11,0.81,excellent,205,6,14,1.0,0
27,male,bachelor's,married,10,manager,sales,133707,hybrid,2,40,70,0,10,0.84,average,258,8,3,8.6,0
34,male,master's,single,1,developer,sales,145962,remote,1,3,17,0,38,0.34,average,270,3,29,3.8,1
57,male,bachelor's,married,1,developer,hr,135225,hybrid,2,27,58,0,30,1.0,good,272,13,16,3.7,0
43,male,bachelor's,single,11,analyst,hr,57799,remote,1,12,22,0,5,0.39,average,222,13,40,6.0,0
39,male,bachelor's,married,6,manager,it,126061,on-site,4,33,99,0,41,0.9,average,228,18,2,4.8,1
33,female,bachelor's,single,7,developer,marketing,142231,remote,5,45,19,0,37,0.9,average,223,15,33,1.3,1
51,male,bachelor's,married,6,developer,hr,52195,remote,3,17,30,0,13,0.71,excellent,292,9,28,4.7,0
28,female,bachelor's,married,4,manager,it,106143,on-site,4,23,88,0,45,0.0,average,162,4,43,4.7,1
53,female,bachelor's,married,3,developer,it,37238,on-site,4,29,99,0,14,0.68,good,297,8,15,7.2,1
40,male,bachelor's,single,7,sales,sales,95750,remote,2,49,66,0,17,0.09,poor,239,8,24,1.4,1
27,male,high school,single,11,manager,hr,72846,on-site,4,9,52,0,33,0.04,average,194,12,10,6.4,0
41,female,high school,single,8,developer,it,84129,remote,3,1,53,0,6,0.18,average,205,15,24,2.7,1
48,male,bachelor's,married,6,developer,hr,69163,on-site,1,42,61,0,2,0.51,average,236,1,12,7.8,0
58,male,bachelor's,married,0,analyst,sales,82273,remote,5,28,19,0,41,0.46,average,251,13,2,1.5,0
28,male,bachelor's,single,3,developer,it,68638,on-site,3,0,24,0,2,0.39,average,190,4,19,9.4,0
26,female,high school,married,12,developer,hr,91397,remote,5,16,93,0,10,0.53,poor,227,8,20,5.2,0
32,female,bachelor's,married,3,developer,it,82954,remote,4,21,50,0,21,0.26,average,180,1,46,4.5,0
36,other,master's,married,9,analyst,it,38101,on-site,3,25,20,0,10,0.31,poor,290,9,48,5.7,0
24,female,master's,single,2,developer,it,94324,on-site,2,9,47,0,12,0.21,excellent,213,2,43,6.9,0
26,male,master's,married,3,analyst,sales,70849,on-site,5,7,98,0,13,0.45,average,295,7,14,1.1,0
44,male,high school,married,8,analyst,it,56567,on-site,2,19,53,1,5,0.71,average,231,9,7,2.3,0
58,male,bachelor's,divorced,12,manager,sales,116370,on-site,5,21,98,0,13,0.51,average,160,3,45,8.4,0
30,male,bachelor's,single,0,sales,sales,36127,on-site,4,47,93,0,16,0.85,average,257,12,38,9.2,0
36,male,bachelor's,divorced,14,analyst,hr,145376,remote,5,23,15,0,42,0.49,good,260,1,29,3.5,0
24,male,high school,single,1,developer,marketing,102720,on-site,1,21,86,0,13,0.2,average,218,17,17,6.9,0
50,male,master's,married,6,manager,sales,57595,on-site,1,22,59,0,0,0.51,poor,272,8,7,9.6,0
27,male,bachelor's,married,13,developer,hr,113318,remote,5,48,74,0,15,0.37,average,278,1,9,1.1,1
38,male,bachelor's,married,8,manager,hr,45590,remote,5,27,11,0,7,0.49,good,163,15,39,3.8,0
47,female,bachelor's,married,6,manager,it,121733,on-site,4,1,98,0,40,0.1,average,255,15,46,8.2,0
42,female,bachelor's,single,13,sales,marketing,64677,on-site,1,41,68,0,18,0.78,average,168,9,18,9.0,1
29,other,bachelor's,married,0,manager,sales,113764,on-site,2,36,55,1,4,0.35,poor,286,4,8,7.3,0
42,male,bachelor's,married,12,analyst,sales,48427,hybrid,3,3,43,0,37,0.02,average,173,15,8,9.0,0
32,male,bachelor's,divorced,6,developer,it,44213,remote,2,36,37,0,18,0.57,poor,251,8,27,1.5,1
59,male,master's,single,5,developer,sales,84109,hybrid,3,20,21,0,10,0.68,poor,224,6,18,3.6,0
29,male,bachelor's,married,12,analyst,it,132081,remote,3,25,80,0,45,0.07,average,290,17,30,2.9,0
45,male,master's,married,0,developer,it,34740,hybrid,3,14,20,0,39,0.37,average,243,9,47,4.3,0
56,female,bachelor's,married,0,developer,sales,100529,on-site,5,34,90,0,46,0.48,average,280,4,42,4.8,0
35,other,bachelor's,married,11,manager,marketing,116717,on-site,1,46,12,0,8,0.5,average,250,12,25,3.0,1
35,male,bachelor's,single,1,analyst,it,107922,remote,4,14,93,0,44,0.04,good,221,4,27,9.3,0
31,male,master's,single,5,analyst,it,137396,on-site,4,21,45,0,41,0.63,average,272,15,30,2.1,0
33,male,high school,married,11,analyst,it,143054,on-site,4,0,58,0,38,0.09,good,229,13,11,8.0,0
59,male,bachelor's,married,12,analyst,marketing,106880,on-site,1,25,78,0,42,0.35,good,163,19,37,9.0,0
55,male,bachelor's,single,3,analyst,sales,31726,on-site,5,9,17,0,10,0.51,excellent,165,12,14,4.6,0
31,male,high school,married,3,analyst,sales,97546,on-site,4,19,42,0,10,0.75,average,234,12,2,5.7,0
38,male,high school,married,5,analyst,hr,81422,on-site,5,47,54,0,43,0.37,poor,230,3,28,9.1,1
38,male,master's,married,8,analyst,hr,45090,remote,2,0,74,0,10,0.82,average,267,7,7,2.4,1
24,male,high school,single,0,manager,it,49785,remote,1,11,70,0,4,0.77,good,299,14,1,2.1,0
52,male,high school,married,13,developer,it,76411,hybrid,2,40,97,0,30,0.41,good,201,16,2,1.4,0
22,male,phd,married,1,developer,sales,127397,on-site,1,23,31,0,23,0.88,average,293,16,29,8.8,0
33,other,master's,married,7,analyst,hr,60225,on-site,5,25,76,0,32,0.96,average,159,12,32,3.1,0
25,male,bachelor's,married,7,manager,it,146850,on-site,5,42,15,0,26,0.27,good,259,3,35,5.4,0
34,female,bachelor's,married,10,developer,sales,52732,on-site,2,49,89,0,2,0.82,excellent,164,0,20,3.6,0
55,female,bachelor's,single,10,sales,it,65256,on-site,1,1,39,0,10,0.29,average,259,13,34,9.9,0
42,female,master's,single,5,manager,hr,40951,on-site,4,19,40,0,49,0.69,poor,268,10,15,8.4,0
43,female,master's,single,5,manager,it,68754,on-site,4,18,53,0,33,0.67,excellent,276,6,9,7.0,0
25,female,master's,single,11,manager,sales,106150,remote,3,24,33,0,8,0.79,poor,242,10,43,9.2,0
39,female,bachelor's,married,7,developer,it,146715,on-site,2,38,84,0,15,0.22,average,183,2,0,3.2,0
26,male,bachelor's,married,1,sales,hr,127597,on-site,5,0,17,0,10,0.93,average,247,17,0,3.6,0
40,male,high school,married,1,developer,sales,133166,on-site,2,30,19,1,48,0.43,poor,281,3,31,8.2,0
23,other,high school,single,12,developer,sales,134835,on-site,4,3,75,1,2,0.0,good,245,9,39,3.1,0
33,female,master's,single,0,developer,it,63725,on-site,3,2,84,0,0,0.77,average,193,11,16,6.6,1
38,female,high school,married,14,analyst,it,89693,on-site,1,35,95,0,0,0.93,average,215,19,5,7.5,0
31,female,bachelor's,married,5,developer,marketing,84086,remote,4,10,8,0,9,0.97,average,222,1,4,4.3,0
55,female,master's,single,14,analyst,it,137412,hybrid,4,18,46,0,46,0.36,poor,165,15,40,7.4,1
27,female,bachelor's,married,5,analyst,sales,127083,on-site,2,8,60,0,22,0.02,good,267,4,26,1.6,0
29,female,high school,single,13,analyst,marketing,83932,remote,1,41,10,0,7,0.34,average,171,5,33,4.7,0
32,female,master's,single,5,developer,it,66715,on-site,4,40,10,0,9,0.88,poor,270,5,0,7.7,0
33,female,master's,single,12,developer,it,77182,remote,3,19,27,0,31,0.84,good,201,19,37,5.8,0
30,female,master's,married,10,developer,it,38673,remote,5,8,80,0,18,0.38,good,247,1,31,7.4,0
23,female,bachelor's,single,1,manager,it,69573,remote,4,17,96,0,48,0.15,average,170,17,32,6.0,0
29,female,bachelor's,single,6,manager,hr,142832,remote,2,44,97,0,0,0.64,excellent,165,5,40,4.1,0
32,male,high school,single,2,analyst,hr,79413,remote,4,35,23,0,28,0.66,average,266,1,18,3.5,0
57,male,bachelor's,single,0,analyst,sales,135042,on-site,2,41,20,0,22,0.63,poor,177,13,14,5.3,1
31,female,bachelor's,married,0,analyst,marketing,66735,on-site,1,31,34,0,36,0.15,excellent,158,3,9,3.5,0
42,female,master's,single,13,manager,hr,84170,on-site,4,3,36,0,0,0.82,average,177,15,41,5.2,0
41,male,bachelor's,married,14,developer,sales,81081,on-site,3,29,10,0,11,0.04,good,293,6,25,4.3,0
29,male,bachelor's,single,8,developer,it,88550,on-site,4,10,31,0,33,0.97,average,267,18,18,2.5,0
57,female,master's,single,2,analyst,it,41725,on-site,5,41,25,0,3,0.9,poor,162,16,36,7.4,0
50,female,master's,single,7,developer,it,111448,remote,3,18,17,0,44,0.99,average,288,7,1,2.8,0
33,female,bachelor's,single,14,manager,sales,41423,hybrid,5,17,75,0,8,0.6,average,174,18,7,9.9,0
35,female,master's,single,9,analyst,marketing,130802,hybrid,4,44,19,1,18,0.6,good,287,12,40,9.4,0
42,male,phd,single,6,developer,sales,35682,on-site,3,4,33,0,29,0.38,average,259,5,10,9.7,0
43,male,master's,married,12,developer,it,96669,on-site,3,42,90,0,8,0.11,excellent,299,8,41,6.2,0
42,male,master's,married,1,manager,it,128383,remote,5,37,53,0,46,0.75,good,224,16,4,2.0,0
51,female,master's,married,1,developer,it,84694,remote,1,18,97,0,46,0.49,average,256,1,10,9.8,0
41,male,bachelor's,single,3,developer,it,94736,on-site,5,19,64,0,2,0.36,average,191,4,15,2.7,0
45,female,high school,married,1,analyst,it,70452,remote,3,1,78,0,33,0.88,good,276,6,34,7.0,0
44,female,bachelor's,single,4,developer,it,67689,on-site,4,18,13,0,47,0.0,excellent,174,8,26,1.0,0
28,female,high school,married,11,manager,it,68800,remote,4,36,42,0,41,0.48,excellent,164,6,10,8.3,0
30,female,high school,divorced,9,developer,it,149190,on-site,1,42,26,0,5,0.65,good,193,7,35,5.7,0
22,male,bachelor's,married,11,developer,it,139017,remote,4,10,66,0,39,0.0,poor,183,17,29,3.4,0
47,female,high school,single,6,sales,sales,92637,remote,3,12,1,0,39,0.73,excellent,210,1,49,2.1,0
59,male,master's,single,1,manager,sales,76703,on-site,4,19,75,0,46,0.17,good,168,6,2,7.9,0
59,male,master's,single,8,analyst,marketing,93878,on-site,3,41,62,0,20,0.85,average,210,16,37,1.3,1
43,male,high school,single,0,sales,hr,119192,remote,4,41,50,0,21,0.76,poor,221,15,23,6.9,0
31,male,bachelor's,single,1,analyst,hr,64877,on-site,1,1,97,1,30,0.14,poor,294,15,4,9.4,0
27,female,master's,single,6,developer,it,52534,on-site,4,49,92,0,45,0.57,average,159,3,12,5.0,0
38,female,master's,single,11,manager,it,36268,on-site,2,8,86,0,36,0.76,good,157,13,42,3.0,1
59,male,master's,married,4,manager,sales,89293,remote,2,44,48,0,47,0.03,good,207,11,21,1.6,0
45,male,phd,married,0,analyst,it,68419,on-site,3,6,72,1,33,0.54,average,237,19,33,3.3,0
31,female,phd,married,3,developer,sales,44274,remote,3,3,14,0,25,0.05,good,202,8,22,5.8,0
29,female,bachelor's,single,7,manager,sales,68255,on-site,4,47,0,0,24,0.62,average,248,4,43,9.0,0
42,male,bachelor's,single,4,analyst,sales,93797,on-site,2,1,36,0,27,0.88,average,222,0,13,7.3,0
27,female,master's,married,11,manager,sales,76513,on-site,4,22,9,1,15,0.39,average,277,16,15,7.4,0
42,female,bachelor's,married,1,analyst,sales,42102,on-site,3,0,20,0,10,0.44,average,279,0,38,5.2,0
45,female,master's,single,8,developer,hr,139150,on-site,5,48,34,0,23,0.98,good,155,8,41,9.0,0
54,male,bachelor's,married,0,analyst,sales,124640,remote,2,4,49,0,9,0.46,average,176,15,15,8.8,0
39,female,master's,single,0,analyst,hr,85032,remote,2,31,33,0,46,0.29,good,204,12,5,3.2,0
49,female,bachelor's,single,9,analyst,it,86113,on-site,5,18,74,0,46,1.0,average,191,4,8,5.6,1
53,female,bachelor's,married,12,developer,it,46642,remote,5,30,47,0,24,0.68,average,271,6,27,2.7,0
33,female,bachelor's,single,4,manager,hr,50341,on-site,2,3,53,1,12,0.58,poor,173,8,1,5.2,0
48,female,master's,married,13,analyst,it,84890,remote,2,6,67,0,13,0.66,poor,151,7,42,9.2,0
31,male,bachelor's,single,13,analyst,sales,61167,on-site,2,31,73,0,10,0.79,poor,232,3,49,7.1,0
53,female,master's,single,14,analyst,it,83494,on-site,3,32,9,0,46,0.04,good,235,13,18,1.9,0
47,female,master's,divorced,8,developer,it,100189,remote,2,5,30,1,15,0.2,average,205,3,39,7.3,0
46,female,master's,single,5,sales,hr,68736,on-site,1,33,10,0,17,0.04,good,260,3,26,8.9,1
32,male,master's,married,14,analyst,sales,118946,remote,2,14,3,0,38,0.3,good,270,7,14,7.0,1
44,male,bachelor's,single,4,developer,it,126149,on-site,5,27,86,0,45,0.76,average,216,1,11,1.3,1
